Username,Datetime,Tweet,Clean,Tokenization,Lowercase,Normalize,Stopword,Hasil
medcom_id,2023-03-29 04:16:44+00:00,"Koordinator Save Our Soccer Akmal Marhali meyakini Indonesia batal menjadi tuan rumah Piala Dunia U-20. Menurutnya penolakan terhadap Timnas Israel didalamnya terkandung unsur politik, dan FIFA sangat antiterhadap hal-hal tersebut

#FIFA #Israel #U20 

https://t.co/7NNk4fpHKg",Koordinator Save Our Soccer Akmal Marhali meyakini Indonesia batal menjadi tuan rumah Piala Dunia Menurutnya penolakan terhadap Timnas Israel didalamnya terkandung unsur politik dan FIFA sangat antiterhadap hal hal tersebut FIFA Israel,"['Koordinator', 'Save', 'Our', 'Soccer', 'Akmal', 'Marhali', 'meyakini', 'Indonesia', 'batal', 'menjadi', 'tuan', 'rumah', 'Piala', 'Dunia', 'Menurutnya', 'penolakan', 'terhadap', 'Timnas', 'Israel', 'didalamnya', 'terkandung', 'unsur', 'politik', 'dan', 'FIFA', 'sangat', 'antiterhadap', 'hal', 'hal', 'tersebut', 'FIFA', 'Israel']",koordinator save our soccer akmal marhali meyakini indonesia batal menjadi tuan rumah piala dunia menurutnya penolakan terhadap timnas israel didalamnya terkandung unsur politik dan fifa sangat antiterhadap hal hal tersebut fifa israel,"['koordinator', 'save', 'our', 'soccer', 'akmal', 'marhali', 'meyakini', 'indonesia', 'batal', 'menjadi', 'tuan', 'rumah', 'piala', 'dunia', 'menurutnya', 'penolakan', 'terhadap', 'timnas', 'israel', 'didalamnya', 'terkandung', 'unsur', 'politik', 'dan', 'fifa', 'sangat', 'antiterhadap', 'hal', 'hal', 'tersebut', 'fifa', 'israel']","['koordinator', 'save', 'our', 'soccer', 'akmal', 'marhali', 'indonesia', 'batal', 'tuan', 'rumah', 'piala', 'dunia', 'menurutnya', 'penolakan', 'timnas', 'israel', 'didalamnya', 'terkandung', 'unsur', 'politik', 'fifa', 'antiterhadap', 'fifa', 'israel']",koordinator save our soccer akmal marhali indonesia batal tuan rumah piala dunia menurutnya penolakan timnas israel didalamnya terkandung unsur politik fifa antiterhadap fifa israel
TrijayafmSby,2023-03-29 03:36:34+00:00,"Setidaknya ada 10 sanksi yang menanti. Salah satunya adalah Indonesia berpotensi batal jadi tuan rumah Piala Dunia U-20 2023.

Jika akhirnya batal digelar di Indonesia, di manakah FIFA akan memutuskan menggelar ajang Piala Dunia U-20 2023?",Setidaknya ada  sanksi yang menanti Salah satunya adalah Indonesia berpotensi batal jadi tuan rumah Piala Dunia  Jika akhirnya batal digelar di Indonesia di manakah FIFA akan memutuskan menggelar ajang Piala Dunia ,"['Setidaknya', 'ada', 'sanksi', 'yang', 'menanti', 'Salah', 'satunya', 'adalah', 'Indonesia', 'berpotensi', 'batal', 'jadi', 'tuan', 'rumah', 'Piala', 'Dunia', 'Jika', 'akhirnya', 'batal', 'digelar', 'di', 'Indonesia', 'di', 'manakah', 'FIFA', 'akan', 'memutuskan', 'menggelar', 'ajang', 'Piala', 'Dunia']",setidaknya ada sanksi yang menanti salah satunya adalah indonesia berpotensi batal jadi tuan rumah piala dunia jika akhirnya batal digelar di indonesia di manakah fifa akan memutuskan menggelar ajang piala dunia,"['setidaknya', 'ada', 'sanksi', 'yang', 'menanti', 'salah', 'satunya', 'adalah', 'indonesia', 'berpotensi', 'batal', 'jadi', 'tuan', 'rumah', 'piala', 'dunia', 'jika', 'akhirnya', 'batal', 'digelar', 'di', 'indonesia', 'di', 'manakah', 'fifa', 'akan', 'memutuskan', 'menggelar', 'ajang', 'piala', 'dunia']","['sanksi', 'salah', 'satunya', 'indonesia', 'berpotensi', 'batal', 'tuan', 'rumah', 'piala', 'dunia', 'batal', 'digelar', 'indonesia', 'manakah', 'fifa', 'memutuskan', 'menggelar', 'ajang', 'piala', 'dunia']",sanksi salah satunya indonesia berpotensi batal tuan rumah piala dunia batal digelar indonesia manakah fifa memutuskan menggelar ajang piala dunia
iyon_iYonn,2023-03-29 03:33:03+00:00,mending piala dunia U-20 batal dan indonesia di banned fifa daripada @otongkoil menghilang dari TL,mending piala dunia batal dan indonesia di banned fifa daripada menghilang dari TL,"['mending', 'piala', 'dunia', 'batal', 'dan', 'indonesia', 'di', 'banned', 'fifa', 'daripada', 'menghilang', 'dari', 'TL']",mending piala dunia batal dan indonesia di banned fifa daripada menghilang dari tl,"['lebih', 'baik', 'piala', 'dunia', 'batal', 'dan', 'indonesia', 'di', 'banned', 'fifa', 'daripada', 'menghilang', 'dari', 'tl']","['piala', 'dunia', 'batal', 'indonesia', 'banned', 'fifa', 'menghilang', 'tl']",piala dunia batal indonesia banned fifa menghilang tl
fajaronline,2023-03-29 03:32:52+00:00,"Banyak Sanksi Yang Menghantui Indonesia Jika Batal Gelar Piala Dunia U-20, Pengamat: Semoga Ketum PSSI Bisa Meloby FIFA https://t.co/VLQlDGRssV #ErickThohir #FadlyIdris #FIFA #PialaDuniaU-20",Banyak Sanksi Yang Menghantui Indonesia Jika Batal Gelar Piala Dunia Pengamat Semoga Ketum PSSI Bisa Meloby FIFA ErickThohir FadlyIdris FIFA PialaDunia,"['Banyak', 'Sanksi', 'Yang', 'Menghantui', 'Indonesia', 'Jika', 'Batal', 'Gelar', 'Piala', 'Dunia', 'Pengamat', 'Semoga', 'Ketum', 'PSSI', 'Bisa', 'Meloby', 'FIFA', 'ErickThohir', 'FadlyIdris', 'FIFA', 'PialaDunia']",banyak sanksi yang menghantui indonesia jika batal gelar piala dunia pengamat semoga ketum pssi bisa meloby fifa erickthohir fadlyidris fifa pialadunia,"['banyak', 'sanksi', 'yang', 'menghantui', 'indonesia', 'jika', 'batal', 'gelar', 'piala', 'dunia', 'pengamat', 'semoga', 'ketum', 'pssi', 'bisa', 'meloby', 'fifa', 'erickthohir', 'fadlyidris', 'fifa', 'pialadunia']","['sanksi', 'menghantui', 'indonesia', 'batal', 'gelar', 'piala', 'dunia', 'pengamat', 'semoga', 'ketum', 'pssi', 'meloby', 'fifa', 'erickthohir', 'fadlyidris', 'fifa', 'pialadunia']",sanksi menghantui indonesia batal gelar piala dunia pengamat semoga ketum pssi meloby fifa erickthohir fadlyidris fifa pialadunia
MrDchol,2023-03-28 22:21:13+00:00,"Mari kita lihat saja, Apakah jadi piala dunia u-20 di Indonesia. Apa batal dan Indonesia dibaned oleh FIFA.",Mari kita lihat saja Apakah jadi piala dunia u  di Indonesia Apa batal dan Indonesia dibaned oleh FIFA,"['Mari', 'kita', 'lihat', 'saja', 'Apakah', 'jadi', 'piala', 'dunia', 'u', 'di', 'Indonesia', 'Apa', 'batal', 'dan', 'Indonesia', 'dibaned', 'oleh', 'FIFA']",mari kita lihat saja apakah jadi piala dunia u di indonesia apa batal dan indonesia dibaned oleh fifa,"['mari', 'kita', 'lihat', 'saja', 'apakah', 'jadi', 'piala', 'dunia', 'kamu', 'di', 'indonesia', 'apa', 'batal', 'dan', 'indonesia', 'dibaned', 'oleh', 'fifa']","['mari', 'piala', 'dunia', 'indonesia', 'batal', 'indonesia', 'dibaned', 'fifa']",mari piala dunia indonesia batal indonesia dibaned fifa
BintangSwatant2,2023-03-28 21:05:14+00:00,@ganjarpranowo @ganjarpranowo  tunggu keputusan FIFA kl indonesia batal jd tuan rumah pildun U 20 sy gak pilih bapak,tunggu keputusan FIFA kl indonesia batal jd tuan rumah pildun U  sy gak pilih bapak,"['tunggu', 'keputusan', 'FIFA', 'kl', 'indonesia', 'batal', 'jd', 'tuan', 'rumah', 'pildun', 'U', 'sy', 'gak', 'pilih', 'bapak']",tunggu keputusan fifa kl indonesia batal jd tuan rumah pildun u sy gak pilih bapak,"['tunggu', 'keputusan', 'fifa', 'kalau', 'indonesia', 'batal', 'jadi', 'tuan', 'rumah', 'piala', 'dunia', 'kamu', 'saya', 'tidak', 'pilih', 'bapak']","['tunggu', 'keputusan', 'fifa', 'indonesia', 'batal', 'tuan', 'rumah', 'piala', 'dunia', 'pilih']",tunggu keputusan fifa indonesia batal tuan rumah piala dunia pilih
APeranakan,2023-03-28 17:08:38+00:00,@Ojoklalenya Ya...kalo sampai batal perhelatan piala dunia U-20 di Indonesia dan akhirnya Indonesia di hukum FIFA... Ngapain juga milih partai dan orang yg nyangkut nyangkutin politik dan olah raga...,Ya kalo sampai batal perhelatan piala dunia di Indonesia dan akhirnya Indonesia di hukum FIFA Ngapain juga milih partai dan orang yg nyangkut nyangkutin politik dan olah raga,"['Ya', 'kalo', 'sampai', 'batal', 'perhelatan', 'piala', 'dunia', 'di', 'Indonesia', 'dan', 'akhirnya', 'Indonesia', 'di', 'hukum', 'FIFA', 'Ngapain', 'juga', 'milih', 'partai', 'dan', 'orang', 'yg', 'nyangkut', 'nyangkutin', 'politik', 'dan', 'olah', 'raga']",ya kalo sampai batal perhelatan piala dunia di indonesia dan akhirnya indonesia di hukum fifa ngapain juga milih partai dan orang yg nyangkut nyangkutin politik dan olah raga,"['iya', 'kalau', 'sampai', 'batal', 'perhelatan', 'piala', 'dunia', 'di', 'indonesia', 'dan', 'akhirnya', 'indonesia', 'di', 'hukum', 'fifa', 'sedang', 'apa', 'juga', 'milih', 'partai', 'dan', 'orang', 'yang', 'nyangkut', 'nyangkutin', 'politik', 'dan', 'olah', 'raga']","['iya', 'batal', 'perhelatan', 'piala', 'dunia', 'indonesia', 'indonesia', 'hukum', 'fifa', 'milih', 'partai', 'nyangkut', 'nyangkutin', 'politik', 'olah', 'raga']",iya batal perhelatan piala dunia indonesia indonesia hukum fifa milih partai nyangkut nyangkutin politik olah raga
Beritabaruco,2023-03-28 16:26:03+00:00,9 Sanksi FIFA untuk Indonesia Bila Piala Dunia U-20 Batal Digelar https://t.co/oLDDYj3Vca #Olahraga #BeritaBaruJatim #BeritaJatim #Beritabaruco https://t.co/aLoNmkyoeZ, Sanksi FIFA untuk Indonesia Bila Piala Dunia Batal Digelar Olahraga BeritaBaruJatim BeritaJatim Beritabaruco,"['Sanksi', 'FIFA', 'untuk', 'Indonesia', 'Bila', 'Piala', 'Dunia', 'Batal', 'Digelar', 'Olahraga', 'BeritaBaruJatim', 'BeritaJatim', 'Beritabaruco']",sanksi fifa untuk indonesia bila piala dunia batal digelar olahraga beritabarujatim beritajatim beritabaruco,"['sanksi', 'fifa', 'untuk', 'indonesia', 'bila', 'piala', 'dunia', 'batal', 'digelar', 'olahraga', 'beritabarujatim', 'beritajatim', 'beritabaruco']","['sanksi', 'fifa', 'indonesia', 'piala', 'dunia', 'batal', 'digelar', 'olahraga', 'beritabarujatim', 'beritajatim', 'beritabaruco']",sanksi fifa indonesia piala dunia batal digelar olahraga beritabarujatim beritajatim beritabaruco
KompasTV,2023-03-28 15:40:04+00:00,Indonesia Batal Jadi Tuan Rumah Piala Dunia U-20 2023? Muhadjir Effendy: PSSI Masih Nego dengan FIFA https://t.co/yeo2jEdZfj,Indonesia Batal Jadi Tuan Rumah Piala Dunia  Muhadjir Effendy PSSI Masih Nego dengan FIFA,"['Indonesia', 'Batal', 'Jadi', 'Tuan', 'Rumah', 'Piala', 'Dunia', 'Muhadjir', 'Effendy', 'PSSI', 'Masih', 'Nego', 'dengan', 'FIFA']",indonesia batal jadi tuan rumah piala dunia muhadjir effendy pssi masih nego dengan fifa,"['indonesia', 'batal', 'jadi', 'tuan', 'rumah', 'piala', 'dunia', 'muhadjir', 'effendy', 'pssi', 'masih', 'nego', 'dengan', 'fifa']","['indonesia', 'batal', 'tuan', 'rumah', 'piala', 'dunia', 'muhadjir', 'effendy', 'pssi', 'nego', 'fifa']",indonesia batal tuan rumah piala dunia muhadjir effendy pssi nego fifa
medianekita,2023-03-28 15:00:46+00:00,"FIFA Tunjuk Peru sebagai Tuan Rumah, Indonesia Batal Menjadi Tuan Rumah Piala Dunia U-20? https://t.co/IH2FlVNZk2",FIFA Tunjuk Peru sebagai Tuan Rumah Indonesia Batal Menjadi Tuan Rumah Piala Dunia,"['FIFA', 'Tunjuk', 'Peru', 'sebagai', 'Tuan', 'Rumah', 'Indonesia', 'Batal', 'Menjadi', 'Tuan', 'Rumah', 'Piala', 'Dunia']",fifa tunjuk peru sebagai tuan rumah indonesia batal menjadi tuan rumah piala dunia,"['fifa', 'tunjuk', 'peru', 'sebagai', 'tuan', 'rumah', 'indonesia', 'batal', 'menjadi', 'tuan', 'rumah', 'piala', 'dunia']","['fifa', 'peru', 'tuan', 'rumah', 'indonesia', 'batal', 'tuan', 'rumah', 'piala', 'dunia']",fifa peru tuan rumah indonesia batal tuan rumah piala dunia
medianekita,2023-03-28 14:14:16+00:00,"Indonesia Batal Jadi Tuan Rumah, Lagu Resmi Piala Dunia U 20 'Glorious' Hilang dari Laman FIFA https://t.co/O3BmBGfSl7",Indonesia Batal Jadi Tuan Rumah Lagu Resmi Piala Dunia U  Glorious Hilang dari Laman FIFA,"['Indonesia', 'Batal', 'Jadi', 'Tuan', 'Rumah', 'Lagu', 'Resmi', 'Piala', 'Dunia', 'U', 'Glorious', 'Hilang', 'dari', 'Laman', 'FIFA']",indonesia batal jadi tuan rumah lagu resmi piala dunia u glorious hilang dari laman fifa,"['indonesia', 'batal', 'jadi', 'tuan', 'rumah', 'lagu', 'resmi', 'piala', 'dunia', 'kamu', 'glorious', 'hilang', 'dari', 'laman', 'fifa']","['indonesia', 'batal', 'tuan', 'rumah', 'lagu', 'resmi', 'piala', 'dunia', 'glorious', 'hilang', 'laman', 'fifa']",indonesia batal tuan rumah lagu resmi piala dunia glorious hilang laman fifa
nusabalicom,2023-03-28 14:09:24+00:00,"Pelaku Pariwisata Bali mengelak berkomentar menyusul informasi batalnya drawing Piala Dunia U-20 FIFA, dan terancam batal Indonesia jadi tuan rumah penyelenggaraan event sepakbola dunia tersebut.
 https://t.co/KyHTglysEX",Pelaku Pariwisata Bali mengelak berkomentar menyusul informasi batalnya drawing Piala Dunia FIFA dan terancam batal Indonesia jadi tuan rumah penyelenggaraan event sepakbola dunia tersebut,"['Pelaku', 'Pariwisata', 'Bali', 'mengelak', 'berkomentar', 'menyusul', 'informasi', 'batalnya', 'drawing', 'Piala', 'Dunia', 'FIFA', 'dan', 'terancam', 'batal', 'Indonesia', 'jadi', 'tuan', 'rumah', 'penyelenggaraan', 'event', 'sepakbola', 'dunia', 'tersebut']",pelaku pariwisata bali mengelak berkomentar menyusul informasi batalnya drawing piala dunia fifa dan terancam batal indonesia jadi tuan rumah penyelenggaraan event sepakbola dunia tersebut,"['pelaku', 'pariwisata', 'bali', 'mengelak', 'berkomentar', 'menyusul', 'informasi', 'batalnya', 'drawing', 'piala', 'dunia', 'fifa', 'dan', 'terancam', 'batal', 'indonesia', 'jadi', 'tuan', 'rumah', 'penyelenggaraan', 'event', 'sepakbola', 'dunia', 'tersebut']","['pelaku', 'pariwisata', 'bali', 'mengelak', 'berkomentar', 'menyusul', 'informasi', 'batalnya', 'drawing', 'piala', 'dunia', 'fifa', 'terancam', 'batal', 'indonesia', 'tuan', 'rumah', 'penyelenggaraan', 'event', 'sepakbola', 'dunia']",pelaku pariwisata bali mengelak berkomentar menyusul informasi batalnya drawing piala dunia fifa terancam batal indonesia tuan rumah penyelenggaraan event sepakbola dunia
abcaustralia_id,2023-03-28 14:00:33+00:00,"Pakar olahraga menjelaskan Indonesia tidak hanya terancam menerima sanksi dari FIFA jika batal jadi tuan rumah Piala Dunia U-20, ini penjelasannya: https://t.co/zq0ws84XXj https://t.co/MtKKRFp8X9",Pakar olahraga menjelaskan Indonesia tidak hanya terancam menerima sanksi dari FIFA jika batal jadi tuan rumah Piala Dunia ini penjelasannya,"['Pakar', 'olahraga', 'menjelaskan', 'Indonesia', 'tidak', 'hanya', 'terancam', 'menerima', 'sanksi', 'dari', 'FIFA', 'jika', 'batal', 'jadi', 'tuan', 'rumah', 'Piala', 'Dunia', 'ini', 'penjelasannya']",pakar olahraga menjelaskan indonesia tidak hanya terancam menerima sanksi dari fifa jika batal jadi tuan rumah piala dunia ini penjelasannya,"['pakar', 'olahraga', 'menjelaskan', 'indonesia', 'tidak', 'hanya', 'terancam', 'menerima', 'sanksi', 'dari', 'fifa', 'jika', 'batal', 'jadi', 'tuan', 'rumah', 'piala', 'dunia', 'ini', 'penjelasannya']","['pakar', 'olahraga', 'indonesia', 'terancam', 'menerima', 'sanksi', 'fifa', 'batal', 'tuan', 'rumah', 'piala', 'dunia', 'penjelasannya']",pakar olahraga indonesia terancam menerima sanksi fifa batal tuan rumah piala dunia penjelasannya
kumparan,2023-03-28 13:32:08+00:00,"Kadis PUPR Sumsel berharap meski Indonesia batal menjadi tuan rumah Piala Dunia U-20, masyarakat Sumsel harus bangga karena stadion Gelora Sriwijaya sudah berstandar FIFA. #publisherstory #urbanid https://t.co/6MrS5Qskqm",Kadis PUPR Sumsel berharap meski Indonesia batal menjadi tuan rumah Piala Dunia masyarakat Sumsel harus bangga karena stadion Gelora Sriwijaya sudah berstandar FIFA publisherstory urbanid,"['Kadis', 'PUPR', 'Sumsel', 'berharap', 'meski', 'Indonesia', 'batal', 'menjadi', 'tuan', 'rumah', 'Piala', 'Dunia', 'masyarakat', 'Sumsel', 'harus', 'bangga', 'karena', 'stadion', 'Gelora', 'Sriwijaya', 'sudah', 'berstandar', 'FIFA', 'publisherstory', 'urbanid']",kadis pupr sumsel berharap meski indonesia batal menjadi tuan rumah piala dunia masyarakat sumsel harus bangga karena stadion gelora sriwijaya sudah berstandar fifa publisherstory urbanid,"['kadis', 'pupr', 'sumsel', 'berharap', 'meski', 'indonesia', 'batal', 'menjadi', 'tuan', 'rumah', 'piala', 'dunia', 'masyarakat', 'sumsel', 'harus', 'bangga', 'karena', 'stadion', 'gelora', 'sriwijaya', 'sudah', 'berstandar', 'fifa', 'publisherstory', 'urbanid']","['kadis', 'pupr', 'sumsel', 'berharap', 'indonesia', 'batal', 'tuan', 'rumah', 'piala', 'dunia', 'masyarakat', 'sumsel', 'bangga', 'stadion', 'gelora', 'sriwijaya', 'berstandar', 'fifa', 'publisherstory', 'urbanid']",kadis pupr sumsel berharap indonesia batal tuan rumah piala dunia masyarakat sumsel bangga stadion gelora sriwijaya berstandar fifa publisherstory urbanid
tribunnews,2023-03-28 13:29:01+00:00,"Bila Piala Dunia U-20 benar-benar batal terselenggara di Indonesia, Indonesia pastinya akan mendapatkan sanksi dari FIFA. Ada sembilan sanksi yang mengancam sepakbola Indonesia. Apa saja? (ist)
#FIFA #PialaDuniaU20HarusSukses

https://t.co/tdunShQ3u9",Bila Piala Dunia benar benar batal terselenggara di Indonesia Indonesia pastinya akan mendapatkan sanksi dari FIFA Ada sembilan sanksi yang mengancam sepakbola Indonesia Apa saja ist FIFA PialaDuniaHarusSukses,"['Bila', 'Piala', 'Dunia', 'benar', 'benar', 'batal', 'terselenggara', 'di', 'Indonesia', 'Indonesia', 'pastinya', 'akan', 'mendapatkan', 'sanksi', 'dari', 'FIFA', 'Ada', 'sembilan', 'sanksi', 'yang', 'mengancam', 'sepakbola', 'Indonesia', 'Apa', 'saja', 'ist', 'FIFA', 'PialaDuniaHarusSukses']",bila piala dunia benar benar batal terselenggara di indonesia indonesia pastinya akan mendapatkan sanksi dari fifa ada sembilan sanksi yang mengancam sepakbola indonesia apa saja ist fifa pialaduniaharussukses,"['bila', 'piala', 'dunia', 'benar', 'benar', 'batal', 'terselenggara', 'di', 'indonesia', 'indonesia', 'pastinya', 'akan', 'mendapatkan', 'sanksi', 'dari', 'fifa', 'ada', 'sembilan', 'sanksi', 'yang', 'mengancam', 'sepakbola', 'indonesia', 'apa', 'saja', 'ist', 'fifa', 'pialaduniaharussukses']","['piala', 'dunia', 'batal', 'terselenggara', 'indonesia', 'indonesia', 'pastinya', 'sanksi', 'fifa', 'sembilan', 'sanksi', 'mengancam', 'sepakbola', 'indonesia', 'ist', 'fifa', 'pialaduniaharussukses']",piala dunia batal terselenggara indonesia indonesia pastinya sanksi fifa sembilan sanksi mengancam sepakbola indonesia ist fifa pialaduniaharussukses
Ande_prtama,2023-03-28 13:09:33+00:00,"@panjiraden Dari pagi tadi Boruto sudah ngomel2 kalo piala dunia sampe batal, dan akhirnya Hokage turun gunung dan tegas menyatakan piala dunia harus jalan terus dengan keikutsertaan israel! Ini artinya lobby sasuke ke Fifa berhasil ! 

Horeee...!! Selamat bertanding timmas u-20 indonesia !",Dari pagi tadi Boruto sudah ngomel kalo piala dunia sampe batal dan akhirnya Hokage turun gunung dan tegas menyatakan piala dunia harus jalan terus dengan keikutsertaan israel Ini artinya lobby sasuke ke Fifa berhasil Horeee Selamat bertanding timmas u  indonesia,"['Dari', 'pagi', 'tadi', 'Boruto', 'sudah', 'ngomel', 'kalo', 'piala', 'dunia', 'sampe', 'batal', 'dan', 'akhirnya', 'Hokage', 'turun', 'gunung', 'dan', 'tegas', 'menyatakan', 'piala', 'dunia', 'harus', 'jalan', 'terus', 'dengan', 'keikutsertaan', 'israel', 'Ini', 'artinya', 'lobby', 'sasuke', 'ke', 'Fifa', 'berhasil', 'Horeee', 'Selamat', 'bertanding', 'timmas', 'u', 'indonesia']",dari pagi tadi boruto sudah ngomel kalo piala dunia sampe batal dan akhirnya hokage turun gunung dan tegas menyatakan piala dunia harus jalan terus dengan keikutsertaan israel ini artinya lobby sasuke ke fifa berhasil horeee selamat bertanding timmas u indonesia,"['dari', 'pagi', 'tadi', 'boruto', 'sudah', 'ngomel', 'kalau', 'piala', 'dunia', 'sampai', 'batal', 'dan', 'akhirnya', 'hokage', 'turun', 'gunung', 'dan', 'tegas', 'menyatakan', 'piala', 'dunia', 'harus', 'jalan', 'terus', 'dengan', 'keikutsertaan', 'israel', 'ini', 'artinya', 'lobby', 'sasuke', 'ke', 'fifa', 'berhasil', 'horeee', 'selamat', 'bertanding', 'timmas', 'kamu', 'indonesia']","['pagi', 'boruto', 'ngomel', 'piala', 'dunia', 'batal', 'hokage', 'turun', 'gunung', 'piala', 'dunia', 'jalan', 'keikutsertaan', 'israel', 'lobby', 'sasuke', 'fifa', 'berhasil', 'horeee', 'selamat', 'bertanding', 'timmas', 'indonesia']",pagi boruto ngomel piala dunia batal hokage turun gunung piala dunia jalan keikutsertaan israel lobby sasuke fifa berhasil horeee selamat bertanding timmas indonesia
Ande_prtama,2023-03-28 13:07:46+00:00,"@gibran_tweet Dari pagi tadi Boruto sudah ngomel2 kalo piala dunia sampe batal, dan akhirnya Hokage turun gunung dan tegas menyatakan piala dunia harus jalan terus dengan keikutsertaan israel! Ini artinya lobby sasuke ke Fifa berhasil ! 

Horeee...!! Selamat bertanding timmas u-20 indonesia !",Dari pagi tadi Boruto sudah ngomel kalo piala dunia sampe batal dan akhirnya Hokage turun gunung dan tegas menyatakan piala dunia harus jalan terus dengan keikutsertaan israel Ini artinya lobby sasuke ke Fifa berhasil Horeee Selamat bertanding timmas u  indonesia,"['Dari', 'pagi', 'tadi', 'Boruto', 'sudah', 'ngomel', 'kalo', 'piala', 'dunia', 'sampe', 'batal', 'dan', 'akhirnya', 'Hokage', 'turun', 'gunung', 'dan', 'tegas', 'menyatakan', 'piala', 'dunia', 'harus', 'jalan', 'terus', 'dengan', 'keikutsertaan', 'israel', 'Ini', 'artinya', 'lobby', 'sasuke', 'ke', 'Fifa', 'berhasil', 'Horeee', 'Selamat', 'bertanding', 'timmas', 'u', 'indonesia']",dari pagi tadi boruto sudah ngomel kalo piala dunia sampe batal dan akhirnya hokage turun gunung dan tegas menyatakan piala dunia harus jalan terus dengan keikutsertaan israel ini artinya lobby sasuke ke fifa berhasil horeee selamat bertanding timmas u indonesia,"['dari', 'pagi', 'tadi', 'boruto', 'sudah', 'ngomel', 'kalau', 'piala', 'dunia', 'sampai', 'batal', 'dan', 'akhirnya', 'hokage', 'turun', 'gunung', 'dan', 'tegas', 'menyatakan', 'piala', 'dunia', 'harus', 'jalan', 'terus', 'dengan', 'keikutsertaan', 'israel', 'ini', 'artinya', 'lobby', 'sasuke', 'ke', 'fifa', 'berhasil', 'horeee', 'selamat', 'bertanding', 'timmas', 'kamu', 'indonesia']","['pagi', 'boruto', 'ngomel', 'piala', 'dunia', 'batal', 'hokage', 'turun', 'gunung', 'piala', 'dunia', 'jalan', 'keikutsertaan', 'israel', 'lobby', 'sasuke', 'fifa', 'berhasil', 'horeee', 'selamat', 'bertanding', 'timmas', 'indonesia']",pagi boruto ngomel piala dunia batal hokage turun gunung piala dunia jalan keikutsertaan israel lobby sasuke fifa berhasil horeee selamat bertanding timmas indonesia
